0.0958,0.1126,0.0976,0.0986,0.107,0.0868,0.1002,0.11,0.0924,0.099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0008,0.0002,0.0006,0.0004,0.0008,0.0014,0.0006,0.0006,0.0004,0.0006,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0008,0.0004,0.0008,0.002,0.003,0.0054,0.0088,0.0104,0.0142,0.0154,0.0164,0.0122,0.0082,0.0048,0.0022,0.0012,0.0002,0.0002,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0006,0.0012,0.002,0.0028,0.0074,0.0096,0.0178,0.0234,0.0302,0.0392,0.0486,0.044,0.0412,0.0336,0.0256,0.0162,0.007,0.0038,0.0018,0.001,0.0,0.0,0.0
0.0,0.0,0.0,0.0002,0.0008,0.0038,0.0058,0.0116,0.018,0.0298,0.0448,0.0632,0.0854,0.1044,0.1218,0.1286,0.1248,0.1256,0.1076,0.0842,0.0616,0.0394,0.0216,0.0118,0.0056,0.001,0.0,0.0
0.0,0.0,0.0002,0.0008,0.0028,0.0072,0.0126,0.0238,0.0402,0.0668,0.093,0.1136,0.1394,0.1606,0.165,0.1764,0.1776,0.1682,0.1532,0.142,0.112,0.0802,0.0526,0.0294,0.018,0.0048,0.0014,0.0
0.0,0.0,0.0002,0.0022,0.0056,0.0114,0.0272,0.0402,0.0686,0.101,0.1332,0.1516,0.1798,0.2074,0.204,0.1872,0.2024,0.1836,0.1778,0.1644,0.1458,0.1106,0.0726,0.0452,0.0256,0.011,0.0024,0.0008
0.0002,0.0004,0.0006,0.0036,0.0126,0.0216,0.0422,0.0656,0.1092,0.1486,0.1698,0.2114,0.246,0.2422,0.2356,0.2364,0.2228,0.232,0.2216,0.2034,0.1732,0.1312,0.0882,0.0556,0.0306,0.0148,0.0034,0.0006
0.0002,0.0002,0.0014,0.0066,0.0154,0.0298,0.0524,0.0876,0.1232,0.156,0.1962,0.2118,0.2146,0.2124,0.2156,0.2358,0.2222,0.2138,0.2142,0.2082,0.1678,0.1392,0.1026,0.0574,0.028,0.0118,0.005,0.0006
0.0002,0.001,0.0028,0.0062,0.0178,0.0372,0.06,0.0922,0.1214,0.1642,0.1968,0.201,0.2082,0.2086,0.2126,0.2192,0.2168,0.212,0.2124,0.2036,0.1586,0.119,0.0944,0.0644,0.0248,0.0112,0.002,0.0002
0.0,0.0006,0.0022,0.0052,0.0152,0.0366,0.06,0.0958,0.1332,0.1848,0.1952,0.2024,0.2066,0.2064,0.205,0.2002,0.199,0.2104,0.2142,0.1942,0.165,0.1184,0.0864,0.0554,0.0204,0.004,0.0004,0.0
0.0,0.0004,0.0012,0.005,0.0172,0.0332,0.0614,0.1098,0.1422,0.1752,0.1844,0.188,0.2034,0.194,0.1834,0.182,0.2178,0.2284,0.226,0.1796,0.1646,0.1178,0.0762,0.0424,0.0192,0.0032,0.0004,0.0002
0.0,0.0002,0.0014,0.0054,0.0156,0.0364,0.075,0.1108,0.1442,0.169,0.18,0.1726,0.1848,0.1918,0.17,0.1886,0.2324,0.232,0.2034,0.1824,0.163,0.1088,0.0676,0.0374,0.0192,0.004,0.0004,0.0002
0.0,0.0002,0.0006,0.0042,0.0144,0.0386,0.074,0.1116,0.1422,0.1724,0.1776,0.1966,0.199,0.2138,0.1674,0.1996,0.232,0.214,0.2006,0.1912,0.1532,0.104,0.0638,0.038,0.0204,0.004,0.0006,0.0
0.0,0.0002,0.0002,0.003,0.0146,0.0502,0.0828,0.1134,0.145,0.1676,0.1842,0.2106,0.228,0.2068,0.1778,0.22,0.2344,0.2002,0.204,0.1782,0.1372,0.1012,0.0716,0.0412,0.023,0.0028,0.0006,0.0
0.0,0.0,0.0002,0.0028,0.0156,0.0526,0.0812,0.1184,0.1428,0.1534,0.1786,0.2166,0.2186,0.192,0.1992,0.235,0.2158,0.1908,0.207,0.1792,0.137,0.1068,0.0718,0.0448,0.0222,0.0034,0.0012,0.0
0.0,0.0,0.0006,0.0048,0.0218,0.0592,0.086,0.1114,0.1372,0.1584,0.1858,0.1978,0.1908,0.1904,0.1992,0.2254,0.2122,0.2092,0.1968,0.1772,0.1312,0.1048,0.0716,0.0424,0.021,0.0054,0.0008,0.0
0.0,0.0,0.0008,0.0056,0.0288,0.0602,0.0878,0.1094,0.136,0.1504,0.1812,0.1758,0.1782,0.2022,0.2068,0.2012,0.2218,0.2112,0.2006,0.1738,0.1328,0.1044,0.0716,0.0406,0.0206,0.0056,0.0014,0.0002
0.0,0.0,0.0014,0.0076,0.0306,0.0576,0.0888,0.1168,0.1412,0.1518,0.1556,0.1602,0.1872,0.2034,0.2006,0.2184,0.2414,0.2066,0.1774,0.1624,0.1284,0.0838,0.0664,0.0404,0.0204,0.0054,0.0014,0.0006
0.0,0.0,0.0018,0.0078,0.0326,0.061,0.091,0.1148,0.1318,0.1478,0.1534,0.1646,0.1802,0.2018,0.2136,0.2248,0.2328,0.1926,0.1798,0.1564,0.1156,0.0856,0.0544,0.0318,0.0174,0.005,0.0006,0.0004
0.0,0.0,0.0012,0.0116,0.032,0.0666,0.0924,0.1154,0.146,0.1644,0.1702,0.1926,0.2102,0.2292,0.2256,0.2104,0.211,0.196,0.1694,0.128,0.1022,0.074,0.0404,0.0244,0.0116,0.0042,0.0004,0.0
0.0,0.0,0.0012,0.009,0.0322,0.0574,0.0894,0.1092,0.1346,0.1558,0.1778,0.217,0.226,0.2276,0.2086,0.2024,0.22,0.1852,0.1352,0.116,0.0868,0.055,0.0302,0.0158,0.0068,0.002,0.0006,0.0
0.0,0.0,0.001,0.0062,0.019,0.0478,0.0806,0.112,0.1294,0.1504,0.1734,0.178,0.1984,0.198,0.194,0.1886,0.1792,0.149,0.113,0.085,0.06,0.036,0.0202,0.0088,0.0048,0.0014,0.0006,0.0
0.0,0.0,0.0004,0.0034,0.01,0.027,0.0584,0.0952,0.1246,0.1578,0.1714,0.1726,0.188,0.1932,0.1828,0.1722,0.1484,0.1214,0.0842,0.0548,0.0328,0.018,0.0096,0.0046,0.0022,0.0004,0.0002,0.0
0.0,0.0,0.0,0.0014,0.0044,0.0088,0.0218,0.0382,0.06,0.081,0.0998,0.1114,0.132,0.117,0.1182,0.11,0.0834,0.0682,0.045,0.0258,0.0146,0.009,0.0048,0.0026,0.0006,0.0,0.0,0.0
0.0,0.0,0.0,0.0002,0.0008,0.0032,0.0092,0.018,0.024,0.0338,0.034,0.0452,0.0456,0.0472,0.0488,0.0376,0.0308,0.0246,0.0196,0.0094,0.007,0.0046,0.0034,0.0012,0.0006,0.0,0.0,0.0
0.0,0.0,0.0,0.0002,0.0004,0.0012,0.005,0.0078,0.0126,0.0162,0.0172,0.0212,0.0186,0.0178,0.018,0.0188,0.0124,0.0102,0.0076,0.0028,0.002,0.0014,0.0008,0.0006,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0004,0.0008,0.001,0.0016,0.0024,0.0028,0.0028,0.0032,0.003,0.0024,0.0022,0.0012,0.0008,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0004,0.0002,0.0004,0.0002,0.0004,0.0008,0.0004,0.0002,0.0,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.001,0.0018,0.002,0.0022,0.0038,0.0068,0.009,0.0134,0.0128,0.0108,0.0074,0.0036,0.0016,0.0002,0.0002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.001,0.0028,0.004,0.0078,0.0108,0.0158,0.024,0.0312,0.0376,0.0434,0.0414,0.0308,0.0196,0.0096,0.0052,0.002,0.0004,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0002,0.0006,0.0014,0.0032,0.009,0.0168,0.0282,0.0474,0.0668,0.0956,0.1196,0.1366,0.139,0.1256,0.0998,0.0718,0.0422,0.0218,0.0114,0.0052,0.0016,0.0,0.0,0.0
0.0,0.0,0.0,0.0002,0.0008,0.0038,0.009,0.018,0.03,0.048,0.0798,0.1238,0.1664,0.2196,0.27,0.2926,0.2932,0.2692,0.2232,0.1622,0.1042,0.0598,0.032,0.0172,0.0062,0.001,0.0,0.0
0.0,0.0,0.0,0.0004,0.0026,0.0082,0.0166,0.0354,0.061,0.0986,0.152,0.2132,0.2702,0.3264,0.3836,0.4178,0.4012,0.3774,0.3208,0.2494,0.1642,0.1022,0.0602,0.0298,0.0148,0.0042,0.0006,0.0
0.0,0.0,0.0,0.0016,0.0042,0.0134,0.028,0.0538,0.0914,0.151,0.2212,0.2782,0.3324,0.3962,0.428,0.4354,0.4398,0.4112,0.3654,0.303,0.2182,0.1398,0.081,0.0416,0.0192,0.0072,0.002,0.0002
0.0,0.0002,0.0006,0.0028,0.0106,0.0226,0.042,0.0754,0.1318,0.2064,0.2756,0.3464,0.3938,0.4098,0.4016,0.3814,0.3942,0.4024,0.3874,0.3302,0.256,0.1708,0.0934,0.047,0.0208,0.0078,0.0004,0.0
0.0,0.0002,0.0006,0.0044,0.0116,0.0264,0.054,0.1004,0.1694,0.246,0.3144,0.365,0.3678,0.3432,0.3136,0.3024,0.3274,0.359,0.3644,0.327,0.2692,0.1788,0.0948,0.0372,0.0136,0.0024,0.0002,0.0
0.0,0.0004,0.001,0.0046,0.013,0.0288,0.06,0.11,0.1844,0.2594,0.3272,0.339,0.302,0.256,0.2346,0.251,0.2942,0.3336,0.3418,0.3122,0.2472,0.1598,0.0842,0.0298,0.0072,0.0012,0.0002,0.0
0.0,0.0002,0.0012,0.004,0.0102,0.029,0.0628,0.1176,0.1988,0.2768,0.3206,0.305,0.247,0.2218,0.2274,0.262,0.2956,0.3316,0.3296,0.305,0.2172,0.1358,0.0728,0.03,0.0066,0.0004,0.0002,0.0
0.0,0.0002,0.0006,0.002,0.0076,0.0294,0.0662,0.135,0.2184,0.2944,0.3134,0.2896,0.245,0.237,0.2788,0.315,0.3498,0.369,0.3504,0.2834,0.1908,0.1202,0.07,0.0348,0.009,0.0006,0.0002,0.0
